,idx,AirQualityStation,img_path,s5p_path,Countrycode,Altitude,PopulationDensity,rural,suburban,urban,background,industrial,traffic,no2
108,108,STA-NL00643,STA-NL00643/S2B_MSIL2A_20200922T104649_N0214_R051_T31UFT_20200927T135033.npy,STA-NL00643/l3_mean_europe_2018_2020_005dg.netcdf,NL,2.0,926.1,0,0,1,1,0,0,19.912335503856283
109,109,STA-TR540141,STA-TR540141/S2B_MSIL2A_20200807T084559_N0214_R107_T36TTL_20200807T111514.npy,STA-TR540141/l3_mean_europe_2018_2020_005dg.netcdf,TR,31.0,206.8,0,0,1,1,0,0,38.23295798888565
110,110,STA-SE36245,STA-SE36245/S2A_MSIL2A_20200819T102031_N0214_R065_T33VXH_20200819T120435.npy,STA-SE36245/l3_mean_europe_2018_2020_005dg.netcdf,SE,10.0,15.8,0,0,1,0,0,1,24.553043474848696
111,111,STA-RS0031A,STA-RS0031A/S2B_MSIL2A_20200921T094039_N0214_R036_T34TCR_20200921T120812.npy,STA-RS0031A/l3_mean_europe_2018_2020_005dg.netcdf,RS,81.0,157.4,0,0,1,1,0,0,16.378312312970177
112,112,STA_ES1910A,STA_ES1910A/S2B_MSIL2A_20200820T103629_N0214_R008_T31TDF_20200820T133254.npy,STA_ES1910A/l3_mean_europe_2018_2020_005dg.netcdf,ES,25.0,718.7,0,1,0,1,0,0,14.846349647113271
113,113,STA.DE_DENW367,STA.DE_DENW367/S2B_MSIL2A_20200731T103629_N0214_R008_T31UGT_20200731T140558.npy,STA.DE_DENW367/l3_mean_europe_2018_2020_005dg.netcdf,DE,53.0,818.1,0,0,1,0,0,1,36.815435605212045
114,114,STA.IT1753A,STA.IT1753A/S2B_MSIL2A_20200207T095059_N0214_R079_T33TVG_20200207T120904.npy,STA.IT1753A/l3_mean_europe_2018_2020_005dg.netcdf,IT,686.0,76.4,0,0,1,0,0,1,36.53767962180419
115,115,STA.DE_DEHE116,STA.DE_DEHE116/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMA_20200807T132026.npy,STA.DE_DEHE116/l3_mean_europe_2018_2020_005dg.netcdf,DE,108.0,2902.3,0,0,1,0,0,1,39.00598324960573
116,116,STA.CZ_ABRE,STA.CZ_ABRE/S2A_MSIL2A_20200813T100031_N0214_R122_T33UVR_20200813T113828.npy,STA.CZ_ABRE/l3_mean_europe_2018_2020_005dg.netcdf,CZ,300.0,2683.7,0,0,1,1,0,0,22.153589192620498
117,117,STA.DE_DEBB007,STA.DE_DEBB007/S2A_MSIL2A_20200816T101031_N0214_R022_T33UUT_20200816T130108.npy,STA.DE_DEBB007/l3_mean_europe_2018_2020_005dg.netcdf,DE,89.0,54.7,0,1,0,1,0,0,13.838710071911454
118,118,STA-FR20077,STA-FR20077/S2A_MSIL2A_20200805T104031_N0214_R008_T31TFL_20200805T112609.npy,STA-FR20077/l3_mean_europe_2018_2020_005dg.netcdf,FR,184.0,576.2,0,0,1,1,0,0,19.840805661569537
119,119,STA.IT1804A,STA.IT1804A/S2B_MSIL2A_20200207T095059_N0214_R079_T33TVG_20200207T120904.npy,STA.IT1804A/l3_mean_europe_2018_2020_005dg.netcdf,IT,182.0,55.3,0,0,1,0,0,1,25.899500932917785
120,120,STA_ES1599A,STA_ES1599A/S2B_MSIL2A_20200727T105619_N0214_R094_T30TWN_20200727T144035.npy,STA_ES1599A/l3_mean_europe_2018_2020_005dg.netcdf,ES,225.0,360.7,1,0,0,1,0,0,3.9418729817007536
121,121,STA.IT1496A,STA.IT1496A/S2B_MSIL2A_20200101T100319_N0213_R122_T33TVF_20200101T114527.npy,STA.IT1496A/l3_mean_europe_2018_2020_005dg.netcdf,IT,173.0,2634.5,0,0,1,0,0,1,38.02812980787042
122,122,STA.06.198,STA.06.198/S2B_MSIL2A_20200108T095309_N0213_R079_T33TWN_20200108T111854.npy,STA.06.198/l3_mean_europe_2018_2020_005dg.netcdf,AT,276.0,80.9,0,1,0,1,0,0,15.310620288472007
123,123,STA-FR29439,STA-FR29439/S2A_MSIL2A_20200805T104031_N0214_R008_T31TFL_20200805T112609.npy,STA-FR29439/l3_mean_europe_2018_2020_005dg.netcdf,FR,520.0,160.6,0,1,0,1,0,0,14.09338058412713
124,124,Station_GB0633A,Station_GB0633A/S2A_MSIL2A_20200419T112111_N0214_R037_T30UXC_20200419T123952.npy,Station_GB0633A/l3_mean_europe_2018_2020_005dg.netcdf,GB,60.0,263.2,0,0,1,0,0,1,38.99939868676807
125,125,STA-TR220141,STA-TR220141/S2A_MSIL2A_20200818T090601_N0214_R050_T35TMG_20200818T115313.npy,STA-TR220141/l3_mean_europe_2018_2020_005dg.netcdf,TR,41.0,70.0,0,0,1,1,0,0,19.22920877295213
126,126,STA_PL0050A,STA_PL0050A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0050A/l3_mean_europe_2018_2020_005dg.netcdf,PL,5.0,1857.0,0,0,1,1,0,0,14.68374221675938
127,127,STA.IT0705A,STA.IT0705A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT0705A/l3_mean_europe_2018_2020_005dg.netcdf,IT,122.0,2078.5,0,0,1,0,0,1,45.89595143084625
128,128,STA.DE_DEMV004,STA.DE_DEMV004/S2B_MSIL2A_20200807T102559_N0214_R108_T32UPE_20200807T122941.npy,STA.DE_DEMV004/l3_mean_europe_2018_2020_005dg.netcdf,DE,17.0,63.6,1,0,0,1,0,0,6.591002028879589
129,129,STA.DE_DESL003,STA.DE_DESL003/S2B_MSIL2A_20200422T103619_N0214_R008_T32ULV_20200422T140230.npy,STA.DE_DESL003/l3_mean_europe_2018_2020_005dg.netcdf,DE,185.0,426.9,0,0,1,0,1,0,17.456732578580134
130,130,STA_ES1855A,STA_ES1855A/S2A_MSIL2A_20200118T104351_N0213_R008_T31TCF_20200118T120816.npy,STA_ES1855A/l3_mean_europe_2018_2020_005dg.netcdf,ES,60.0,127.8,1,0,0,0,1,0,8.68300395256917
131,131,STA_ES1943A,STA_ES1943A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1943A/l3_mean_europe_2018_2020_005dg.netcdf,ES,605.0,827.3,0,0,1,0,0,1,52.52931054261786
132,132,STA.IT1071A,STA.IT1071A/S2B_MSIL2A_20201119T101319_N0214_R022_T32TPP_20201119T120649.npy,STA.IT1071A/l3_mean_europe_2018_2020_005dg.netcdf,IT,16.0,172.9,0,1,0,1,0,0,23.206680584551147
133,133,STA-LT00004,STA-LT00004/S2A_MSIL2A_20200807T094041_N0214_R036_T35ULA_20200807T110442.npy,STA-LT00004/l3_mean_europe_2018_2020_005dg.netcdf,LT,124.0,85.8,0,0,1,0,1,0,21.004884092176773
134,134,STA-FR33212,STA-FR33212/S2A_MSIL2A_20190219T103051_N0211_R108_T31TGM_20190219T133225.npy,STA-FR33212/l3_mean_europe_2018_2020_005dg.netcdf,FR,426.0,178.9,0,0,1,1,0,0,16.95416717336801
135,135,STA.07.2552,STA.07.2552/S2B_MSIL2A_20200423T100549_N0214_R022_T32TQT_20200423T144611.npy,STA.07.2552/l3_mean_europe_2018_2020_005dg.netcdf,AT,489.0,65.4,0,0,1,1,0,0,21.722482317101587
136,136,STA_ES1247A,STA_ES1247A/S2A_MSIL2A_20200825T104031_N0214_R008_T31SCD_20200825T151314.npy,STA_ES1247A/l3_mean_europe_2018_2020_005dg.netcdf,ES,44.0,257.0,0,0,1,0,1,0,11.494568468810126
137,137,STA.05.2300,STA.05.2300/S2A_MSIL2A_20201114T101301_N0214_R022_T33TUN_20201114T120346.npy,STA.05.2300/l3_mean_europe_2018_2020_005dg.netcdf,AT,445.0,216.9,1,0,0,0,0,1,45.24667064610061
138,138,STA-FR01021,STA-FR01021/S2A_MSIL2A_20200407T104021_N0214_R008_T31UGQ_20200407T113125.npy,STA-FR01021/l3_mean_europe_2018_2020_005dg.netcdf,FR,151.0,168.4,0,1,0,1,0,0,13.674641912412056
139,139,Station_GB1051A,Station_GB1051A/S2A_MSIL2A_20200206T111231_N0214_R137_T30UXD_20200206T122704.npy,Station_GB1051A/l3_mean_europe_2018_2020_005dg.netcdf,GB,59.0,4880.5,0,0,1,0,0,1,35.88905752742032
140,140,STA-CH0004R,STA-CH0004R/S2B_MSIL2A_20200807T102559_N0214_R108_T31TGN_20200807T132026.npy,STA-CH0004R/l3_mean_europe_2018_2020_005dg.netcdf,CH,1136.0,248.1,1,0,0,1,0,0,5.794002718349415
141,141,STA-TR170221,STA-TR170221/S2A_MSIL2A_20200716T085601_N0214_R007_T35TME_20200716T120405.npy,STA-TR170221/l3_mean_europe_2018_2020_005dg.netcdf,TR,82.0,55.6,0,0,1,0,1,0,15.44086503208709
142,142,STA.IT2021A,STA.IT2021A/S2B_MSIL2A_20200723T094039_N0214_R036_T33TXE_20200723T123151.npy,STA.IT2021A/l3_mean_europe_2018_2020_005dg.netcdf,IT,118.0,236.6,0,0,1,0,0,1,15.963044659254829
143,143,STA-FR11007,STA-FR11007/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-FR11007/l3_mean_europe_2018_2020_005dg.netcdf,FR,20.0,453.4,0,0,1,0,0,1,31.20846456323753
144,144,STA.09.STAD,STA.09.STAD/S2A_MSIL2A_20200422T095031_N0214_R079_T33UXP_20200422T142128.npy,STA.09.STAD/l3_mean_europe_2018_2020_005dg.netcdf,AT,159.0,4780.6,0,0,1,1,0,0,23.83044338569579
145,145,STA_ES1035A,STA_ES1035A/S2A_MSIL2A_20200718T112121_N0214_R037_T29TNH_20200718T123331.npy,STA_ES1035A/l3_mean_europe_2018_2020_005dg.netcdf,ES,340.0,142.1,0,1,0,0,1,0,9.86465376544649
146,146,Station_GB0640A,Station_GB0640A/S2B_MSIL2A_20200623T112119_N0214_R037_T30UVB_20200623T143258.npy,Station_GB0640A/l3_mean_europe_2018_2020_005dg.netcdf,GB,43.0,120.6,0,0,1,0,0,1,29.18341954098293
147,147,STA.03.2702,STA.03.2702/S2A_MSIL2A_20200422T095031_N0214_R079_T33UXP_20200422T142128.npy,STA.03.2702/l3_mean_europe_2018_2020_005dg.netcdf,AT,159.0,236.3,0,1,0,0,0,1,21.776330901090628
148,148,STA.CZ_UDCM,STA.CZ_UDCM/S2A_MSIL2A_20200915T101031_N0214_R022_T33UVS_20200915T130644.npy,STA.CZ_UDCM/l3_mean_europe_2018_2020_005dg.netcdf,CZ,131.0,156.8,0,0,1,1,0,0,18.21149223611052
149,149,STA-FR04024,STA-FR04024/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04024/l3_mean_europe_2018_2020_005dg.netcdf,FR,65.0,996.4,0,1,0,1,0,0,24.089349471962585
150,150,STA.DE_DEHH079,STA.DE_DEHH079/S2A_MSIL2A_20200921T103031_N0214_R108_T32UNE_20200921T151006.npy,STA.DE_DEHH079/l3_mean_europe_2018_2020_005dg.netcdf,DE,25.0,2585.7,0,0,1,1,0,0,29.03443247600842
151,151,STA-LT00023,STA-LT00023/S2B_MSIL2A_20200815T095039_N0214_R079_T34VEH_20200815T120650.npy,STA-LT00023/l3_mean_europe_2018_2020_005dg.netcdf,LT,67.0,31.6,0,0,1,0,1,0,8.649139930954595
152,152,STA-NL00551,STA-NL00551/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFU_20200326T141923.npy,STA-NL00551/l3_mean_europe_2018_2020_005dg.netcdf,NL,1.0,1212.2,0,0,1,0,1,0,27.32251807277402
153,153,STA.IT1427A,STA.IT1427A/S2A_MSIL2A_20200905T101031_N0214_R022_T32TNK_20200905T130252.npy,STA.IT1427A/l3_mean_europe_2018_2020_005dg.netcdf,IT,511.0,39.3,0,0,1,1,0,0,16.556247682282624
154,154,STA_PL0209A,STA_PL0209A/S2A_MSIL2A_20200816T101031_N0214_R022_T33UWU_20200816T130108.npy,STA_PL0209A/l3_mean_europe_2018_2020_005dg.netcdf,PL,22.0,63.4,0,0,1,1,0,0,21.98368372576769
155,155,STA.CZ_AREP,STA.CZ_AREP/S2A_MSIL2A_20200813T100031_N0214_R122_T33UVR_20200813T113828.npy,STA.CZ_AREP/l3_mean_europe_2018_2020_005dg.netcdf,CZ,190.0,2683.7,0,0,1,1,0,0,28.75728280905831
156,156,STA.IT1519A,STA.IT1519A/S2A_MSIL2A_20200620T102031_N0214_R065_T32TMQ_20200620T131229.npy,STA.IT1519A/l3_mean_europe_2018_2020_005dg.netcdf,IT,392.0,85.4,1,0,0,1,0,0,8.671025040088812
157,157,STA-SE0067A,STA-SE0067A/S2A_MSIL2A_20200224T103021_N0214_R108_T33VUE_20200224T132853.npy,STA-SE0067A/l3_mean_europe_2018_2020_005dg.netcdf,SE,9.3,71.4,0,0,1,0,0,1,28.53159621629966
158,158,STA_PL0518A,STA_PL0518A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UEA_20200822T115325.npy,STA_PL0518A/l3_mean_europe_2018_2020_005dg.netcdf,PL,223.0,85.8,0,0,1,1,0,0,11.128946078975966
159,159,STA-FR04150,STA-FR04150/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04150/l3_mean_europe_2018_2020_005dg.netcdf,FR,58.0,9371.4,0,0,1,1,0,0,32.75846650519211
160,160,STA_ES1831A,STA_ES1831A/S2A_MSIL2A_20200825T104031_N0214_R008_T31SCD_20200825T151314.npy,STA_ES1831A/l3_mean_europe_2018_2020_005dg.netcdf,ES,12.0,257.0,1,0,0,1,0,0,8.288250550399429
161,161,STA.DE_DEBY001,STA.DE_DEBY001/S2A_MSIL2A_20200322T102021_N0214_R065_T32UPV_20200322T120506.npy,STA.DE_DEBY001/l3_mean_europe_2018_2020_005dg.netcdf,DE,400.0,417.5,0,0,1,0,0,1,31.076201419348426
162,162,STA_ES1246A,STA_ES1246A/S2A_MSIL2A_20200825T104031_N0214_R008_T31SCD_20200825T151314.npy,STA_ES1246A/l3_mean_europe_2018_2020_005dg.netcdf,ES,25.0,257.0,0,0,1,0,1,0,16.732145786207663
163,163,STA.IT0706A,STA.IT0706A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT0706A/l3_mean_europe_2018_2020_005dg.netcdf,IT,123.0,2078.5,0,0,1,1,0,0,33.92225079373074
164,164,STA-PT03071,STA-PT03071/S2A_MSIL2A_20200830T113321_N0214_R080_T29SMC_20200830T142737.npy,STA-PT03071/l3_mean_europe_2018_2020_005dg.netcdf,PT,32.0,1010.7,0,0,1,1,0,0,30.43117695312478
165,165,STA-FR16060,STA-FR16060/S2A_MSIL2A_20200713T103031_N0214_R108_T32TLT_20200713T132504.npy,STA-FR16060/l3_mean_europe_2018_2020_005dg.netcdf,FR,247.0,217.6,0,1,0,1,0,0,19.276603335521017
166,166,STA.DE_DEBY089,STA.DE_DEBY089/S2B_MSIL2A_20200913T101629_N0214_R065_T32UPU_20200913T131152.npy,STA.DE_DEBY089/l3_mean_europe_2018_2020_005dg.netcdf,DE,513.0,4721.9,0,1,0,1,0,0,19.86750470653789
167,167,STA_ES1567A,STA_ES1567A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1567A/l3_mean_europe_2018_2020_005dg.netcdf,ES,640.0,827.3,0,0,1,0,0,1,35.113455551712214
168,168,STA.IT2075A,STA.IT2075A/S2A_MSIL2A_20200408T101021_N0214_R022_T32TPQ_20200408T161405.npy,STA.IT2075A/l3_mean_europe_2018_2020_005dg.netcdf,IT,56.0,275.5,0,1,0,1,0,0,28.904118508871885
169,169,STA-NL00246,STA-NL00246/S2A_MSIL2A_20200321T105021_N0214_R051_T31UET_20200321T135104.npy,STA-NL00246/l3_mean_europe_2018_2020_005dg.netcdf,NL,1.0,512.3,1,0,0,1,0,0,18.65824085457953
170,170,STA-FR04058,STA-FR04058/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04058/l3_mean_europe_2018_2020_005dg.netcdf,FR,35.0,6979.0,0,0,1,0,0,1,80.1640224969877
171,171,STA-RO0109A,STA-RO0109A/S2B_MSIL2A_20200918T093039_N0214_R136_T34TET_20200918T120935.npy,STA-RO0109A/l3_mean_europe_2018_2020_005dg.netcdf,RO,128.0,75.0,0,0,1,0,0,1,35.25065425783433
172,172,STA.06.151,STA.06.151/S2B_MSIL2A_20200914T095029_N0214_R079_T33TWM_20200914T121343.npy,STA.06.151/l3_mean_europe_2018_2020_005dg.netcdf,AT,449.0,86.8,1,0,0,1,0,0,10.890656368791642
173,173,STA-SE157992,STA-SE157992/S2A_MSIL2A_20200319T101021_N0214_R022_T33VXF_20200319T130518.npy,STA-SE157992/l3_mean_europe_2018_2020_005dg.netcdf,SE,17.0,356.6,0,0,1,0,0,1,26.49129611740303
174,174,STA-FR30037,STA-FR30037/S2A_MSIL2A_20200407T104021_N0214_R008_T31UGQ_20200407T113125.npy,STA-FR30037/l3_mean_europe_2018_2020_005dg.netcdf,FR,360.0,139.6,0,1,0,1,0,0,14.554288119860272
175,175,STA-NL00002,STA-NL00002/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFU_20200326T141923.npy,STA-NL00002/l3_mean_europe_2018_2020_005dg.netcdf,NL,4.0,1968.5,0,0,1,0,0,1,40.27146523183856
176,176,STA.02.KA61,STA.02.KA61/S2A_MSIL2A_20200415T100031_N0214_R122_T33TVM_20200415T131548.npy,STA.02.KA61/l3_mean_europe_2018_2020_005dg.netcdf,AT,455.0,146.6,0,1,0,0,0,1,28.5793836774982
177,177,STA.IT1661A,STA.IT1661A/S2B_MSIL2A_20200705T101559_N0214_R065_T32TNP_20200705T135630.npy,STA.IT1661A/l3_mean_europe_2018_2020_005dg.netcdf,IT,28.0,250.3,0,1,0,0,0,1,20.920448789417623
178,178,STA.IT2232A,STA.IT2232A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT2232A/l3_mean_europe_2018_2020_005dg.netcdf,IT,155.0,2078.5,0,0,1,1,0,0,41.3683281749205
179,179,STA_ES1675A,STA_ES1675A/S2A_MSIL2A_20200719T105031_N0214_R051_T30SYH_20200719T134605.npy,STA_ES1675A/l3_mean_europe_2018_2020_005dg.netcdf,ES,44.0,321.5,0,1,0,1,0,0,8.636571566149032
180,180,STA_ES1940A,STA_ES1940A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1940A/l3_mean_europe_2018_2020_005dg.netcdf,ES,729.0,827.3,0,0,1,0,0,1,39.675681870272754
181,181,STA-BETE007,STA-BETE007/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETE007/l3_mean_europe_2018_2020_005dg.netcdf,BE,54.0,670.9,1,0,0,0,1,0,18.193215166099307
182,182,STA.IT1791A,STA.IT1791A/S2B_MSIL2A_20201109T101239_N0214_R022_T32TPR_20201109T125617.npy,STA.IT1791A/l3_mean_europe_2018_2020_005dg.netcdf,IT,1366.0,317.2,1,0,0,1,0,0,7.144024514811032
183,183,STA.IT0694A,STA.IT0694A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT0694A/l3_mean_europe_2018_2020_005dg.netcdf,IT,154.0,2078.5,0,0,1,0,0,1,53.78703833185854
184,184,STA.IT2121A,STA.IT2121A/S2B_MSIL2A_20190221T102039_N0211_R065_T32TMR_20190221T162447.npy,STA.IT2121A/l3_mean_europe_2018_2020_005dg.netcdf,IT,301.0,283.2,0,0,1,0,0,1,24.38251491509867
185,185,STA.IT1125A,STA.IT1125A/S2B_MSIL2A_20200807T102559_N0214_R108_T32TLQ_20200807T132026.npy,STA.IT1125A/l3_mean_europe_2018_2020_005dg.netcdf,IT,231.0,333.8,0,1,0,1,0,0,25.96011396011396
186,186,STA.IT1751A,STA.IT1751A/S2A_MSIL2A_20200620T102031_N0214_R065_T32TMQ_20200620T131229.npy,STA.IT1751A/l3_mean_europe_2018_2020_005dg.netcdf,IT,140.0,460.4,0,1,0,0,1,0,25.503745277007297
187,187,STA.IT2156A,STA.IT2156A/S2A_MSIL2A_20200408T101021_N0214_R022_T32TPQ_20200408T161405.npy,STA.IT2156A/l3_mean_europe_2018_2020_005dg.netcdf,IT,59.0,233.2,0,0,1,0,0,1,36.82378100940975
188,188,STA.03.2604,STA.03.2604/S2A_MSIL2A_20200408T101021_N0214_R022_T33UVP_20200408T161405.npy,STA.03.2604/l3_mean_europe_2018_2020_005dg.netcdf,AT,330.0,74.6,1,0,0,1,0,0,12.22432682366583
189,189,STA.06.170,STA.06.170/S2B_MSIL2A_20200108T095309_N0213_R079_T33TWN_20200108T111854.npy,STA.06.170/l3_mean_europe_2018_2020_005dg.netcdf,AT,345.0,367.6,0,0,1,1,0,0,27.825012208478263
190,190,Station_GB0034R,Station_GB0034R/S2B_MSIL2A_20200812T112119_N0214_R037_T30UWE_20200812T132459.npy,Station_GB0034R/l3_mean_europe_2018_2020_005dg.netcdf,GB,21.0,2417.6,1,0,0,1,0,0,14.56695991705809
191,191,STA.IT1886A,STA.IT1886A/S2B_MSIL2A_20200705T101559_N0214_R065_T32TNP_20200705T135630.npy,STA.IT1886A/l3_mean_europe_2018_2020_005dg.netcdf,IT,5.0,250.3,0,0,1,0,0,1,28.35926929971104
192,192,STA-FR82042,STA-FR82042/S2B_MSIL2A_20200820T103629_N0214_R008_T31TFN_20200820T133254.npy,STA-FR82042/l3_mean_europe_2018_2020_005dg.netcdf,FR,210.0,51.7,1,0,0,0,1,0,13.297710752332849
193,193,STA-SE157993,STA-SE157993/S2A_MSIL2A_20200319T101021_N0214_R022_T33VXF_20200319T130518.npy,STA-SE157993/l3_mean_europe_2018_2020_005dg.netcdf,SE,37.0,356.6,0,0,1,0,0,1,29.417018587206787
194,194,STA.IT1902A,STA.IT1902A/S2A_MSIL2A_20200823T100031_N0214_R122_T32TQN_20200823T125303.npy,STA.IT1902A/l3_mean_europe_2018_2020_005dg.netcdf,IT,209.0,106.0,1,0,0,1,0,0,11.282769679708595
195,195,STA-FI00928,STA-FI00928/S2A_MSIL2A_20200225T100021_N0214_R122_T34VEP_20200225T113522.npy,STA-FI00928/l3_mean_europe_2018_2020_005dg.netcdf,FI,2.0,28.1,0,0,1,0,0,1,13.181012658226654
196,196,STA.CZ_TKAR,STA.CZ_TKAR/S2A_MSIL2A_20200919T095031_N0214_R079_T33UYR_20200919T115531.npy,STA.CZ_TKAR/l3_mean_europe_2018_2020_005dg.netcdf,CZ,238.0,226.7,0,0,1,1,0,0,18.36324487678664
197,197,STA-BETN121,STA-BETN121/S2A_MSIL2A_20200917T105031_N0214_R051_T31UFR_20200917T134757.npy,STA-BETN121/l3_mean_europe_2018_2020_005dg.netcdf,BE,430.0,46.6,1,0,0,1,0,0,6.814552063789868
198,198,STA-FR33120,STA-FR33120/S2B_MSIL2A_20200827T102559_N0214_R108_T31TGM_20200827T135039.npy,STA-FR33120/l3_mean_europe_2018_2020_005dg.netcdf,FR,1038.0,178.9,0,0,1,1,0,0,22.207704651297863
199,199,STA.IT1571A,STA.IT1571A/S2B_MSIL2A_20201119T101319_N0214_R022_T32TPP_20201119T120649.npy,STA.IT1571A/l3_mean_europe_2018_2020_005dg.netcdf,IT,80.0,305.6,0,0,1,1,0,0,21.70896237718668
200,200,STA_ES1922A,STA_ES1922A/S2B_MSIL2A_20200720T110619_N0214_R137_T30TUM_20200720T131521.npy,STA_ES1922A/l3_mean_europe_2018_2020_005dg.netcdf,ES,953.0,20.1,0,0,1,0,0,1,6.024276919502848
201,201,STA.CZ_TTRK,STA.CZ_TTRK/S2A_MSIL2A_20200919T095031_N0214_R079_T33UYR_20200919T115531.npy,STA.CZ_TTRK/l3_mean_europe_2018_2020_005dg.netcdf,CZ,346.0,226.7,0,1,0,1,0,0,12.929289534257927
202,202,STA.IT2205A,STA.IT2205A/S2A_MSIL2A_20200830T095031_N0214_R079_T33TWE_20200830T115423.npy,STA.IT2205A/l3_mean_europe_2018_2020_005dg.netcdf,IT,690.0,55.9,1,0,0,0,1,0,3.1054099293193347
203,203,STA.IT2111A,STA.IT2111A/S2A_MSIL2A_20200628T094041_N0214_R036_T33SXD_20200628T114656.npy,STA.IT2111A/l3_mean_europe_2018_2020_005dg.netcdf,IT,518.0,149.1,0,0,1,0,0,1,14.402036452702893
204,204,STA_NO0129A,STA_NO0129A/S2A_MSIL2A_20200530T105031_N0214_R051_T32VPM_20200530T134211.npy,STA_NO0129A/l3_mean_europe_2018_2020_005dg.netcdf,NO,100.0,133.6,1,0,0,0,0,1,30.779004494928323
205,205,STA.IT1773A,STA.IT1773A/S2B_MSIL2A_20200729T100029_N0214_R122_T33TUJ_20200729T134154.npy,STA.IT1773A/l3_mean_europe_2018_2020_005dg.netcdf,IT,550.0,240.8,1,0,0,1,0,0,5.720253647013836
206,206,STA.DE_DESN004,STA.DE_DESN004/S2A_MSIL2A_20200915T101031_N0214_R022_T33UVS_20200915T130644.npy,STA.DE_DESN004/l3_mean_europe_2018_2020_005dg.netcdf,DE,203.0,131.0,0,0,1,1,0,0,16.04067535850724
207,207,STA-NL00445,STA-NL00445/S2A_MSIL2A_20200321T105021_N0214_R051_T31UET_20200321T135104.npy,STA-NL00445/l3_mean_europe_2018_2020_005dg.netcdf,NL,4.0,3352.0,0,0,1,0,0,1,31.82770247933627
208,208,STA-NL00301,STA-NL00301/S2A_MSIL2A_20200321T105021_N0214_R051_T31UET_20200321T135104.npy,STA-NL00301/l3_mean_europe_2018_2020_005dg.netcdf,NL,-1.0,261.0,1,0,0,1,0,0,16.289683451261475
209,209,STA_ES1259A,STA_ES1259A/S2A_MSIL2A_20200725T110631_N0214_R137_T29SQB_20200725T120536.npy,STA_ES1259A/l3_mean_europe_2018_2020_005dg.netcdf,ES,37.0,52.5,0,0,1,0,1,0,14.0
210,210,STA.04.S416,STA.04.S416/S2A_MSIL2A_20200408T101021_N0214_R022_T33UVP_20200408T161405.npy,STA.04.S416/l3_mean_europe_2018_2020_005dg.netcdf,AT,265.0,346.7,0,0,1,1,0,0,29.00681350319884
211,211,STA.IT2113A,STA.IT2113A/S2A_MSIL2A_20200823T100031_N0214_R122_T32TQN_20200823T125303.npy,STA.IT2113A/l3_mean_europe_2018_2020_005dg.netcdf,IT,143.0,107.3,0,1,0,1,0,0,6.674702738512497
212,212,STA_ES1662A,STA_ES1662A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TWM_20200910T135152.npy,STA_ES1662A/l3_mean_europe_2018_2020_005dg.netcdf,ES,460.0,62.5,1,0,0,0,1,0,5.330524128376818
213,213,STA.IT1916A,STA.IT1916A/S2B_MSIL2A_20201119T101319_N0214_R022_T32TQP_20201119T120649.npy,STA.IT1916A/l3_mean_europe_2018_2020_005dg.netcdf,IT,78.0,391.9,0,1,0,1,0,0,21.6566317626527
214,214,STA-GR0047A,STA-GR0047A/S2B_MSIL2A_20200826T092029_N0214_R093_T34TFK_20200826T114608.npy,STA-GR0047A/l3_mean_europe_2018_2020_005dg.netcdf,GR,363.0,310.9,0,1,0,1,0,0,11.022176591375771
215,215,STA-BETR817,STA-BETR817/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR817/l3_mean_europe_2018_2020_005dg.netcdf,BE,6.0,1093.8,0,1,0,1,0,0,28.12871227606108
216,216,STA.IE.IE0132A,STA.IE.IE0132A/S2A_MSIL2A_20200415T114351_N0214_R123_T29UPV_20200415T142447.npy,STA.IE.IE0132A/l3_mean_europe_2018_2020_005dg.netcdf,IE,10.0,1487.3,0,1,0,1,0,0,20.40166108631453
